case_id,merchant_name,mcc_category,archetype,merchant_tenure_days,avg_daily_txn_30d,volume_spike_ratio,refund_rate_30d,chargeback_rate_90d,kyc_completeness_score,bank_account_changed_flag,days_since_bank_change,customer_complaint_count_30d,device_ip_diversity_score,night_txn_ratio,is_festive_period,prior_flags_count,prior_flags_confirmed_fraud,avg_ticket_size,ticket_size_change_ratio,label_is_fraud,risk_score,decision_tier,naive_freeze
CASE01562,Hebert-Collier,electronics,festive_spike,808,118.0,3.14,0.071,0.0,0.87,0,485,0,0.55,0.07,1,0,0,638.0,1.06,0,0.06172726,auto_clear,1
CASE01563,Owen-Brown,grocery,organic_growth,464,207.3,1.14,0.035,0.0022,0.95,0,737,0,0.26,0.03,0,1,0,695.0,1.01,0,0.032849908,auto_clear,0
CASE01564,"Paul, Zamora and Short",saas_subscription,account_takeover,234,18.4,1.93,0.065,0.0307,0.86,1,2,1,0.66,0.28,0,0,0,50.0,1.15,0,0.32975832,agent_review,1
CASE01565,"Brown, Jensen and Rice",fashion_apparel,card_testing_mule,69,112.6,6.04,0.047,0.0856,0.38,0,243,0,0.71,0.34,0,1,1,159.0,0.47,1,0.99223304,escalate,1
CASE01566,"Jones, Torres and Blackburn",handicrafts_d2c,organic_growth,612,116.5,1.14,0.083,0.0029,0.94,0,669,0,0.23,0.02,0,0,0,776.0,0.88,0,0.025946766,auto_clear,0
CASE01567,"Davis, Hardy and Schmidt",education,card_testing_mule,25,120.3,3.14,0.0,0.0573,0.6,0,754,0,0.7,0.37,0,0,0,66.0,0.35,1,0.65927255,agent_review,1
CASE01568,Lee Ltd,fashion_apparel,account_takeover,618,118.8,2.7,0.048,0.0392,0.98,1,1,0,0.8,0.27,0,0,0,1258.0,1.04,1,0.7148991,escalate,1
CASE01569,Hudson and Sons,education,festive_spike,220,60.7,2.65,0.052,0.0079,0.96,0,449,0,0.38,0.01,1,0,0,591.0,1.06,1,0.5487637,agent_review,1
CASE01570,"Curry, Perry and Garcia",fashion_apparel,organic_growth,400,82.6,1.19,0.086,0.0029,0.95,0,441,0,0.28,0.13,0,0,0,1697.0,0.78,0,0.13864323,auto_clear,0
CASE01571,"Ray, Craig and Park",beauty_cosmetics,card_testing_mule,17,5.0,7.84,0.091,0.0432,0.53,0,547,0,0.94,0.51,0,1,1,71.0,0.5,1,0.9991967,escalate,1
CASE01572,Andrade-Jackson,handicrafts_d2c,card_testing_mule,23,87.3,3.06,0.051,0.0394,0.57,0,811,0,0.8,0.24,0,0,1,178.0,0.52,0,0.9405782,escalate,1
CASE01573,Pierce PLC,handicrafts_d2c,card_testing_mule,26,93.3,6.95,0.034,0.0788,0.51,0,277,0,0.79,0.39,0,1,0,146.0,0.51,1,0.99690056,escalate,1
CASE01574,Sandoval-Ferguson,beauty_cosmetics,bank_account_update,300,66.6,1.12,0.058,0.0041,0.96,1,2,0,0.35,0.07,0,0,0,682.0,1.04,0,0.17203324,auto_clear,1
CASE01575,"Ramos, Gomez and Edwards",beauty_cosmetics,bank_account_update,300,140.2,0.97,0.032,0.0113,0.77,1,4,0,0.0,0.14,0,1,0,416.0,1.08,0,0.106339216,auto_clear,1
CASE01576,Kirk-Gutierrez,travel_hospitality,organic_growth,400,178.0,1.24,0.072,0.0039,1.0,0,374,0,0.4,0.05,0,1,0,1746.0,0.9,0,0.078516714,auto_clear,0
CASE01577,"Jordan, Swanson and Franklin",travel_hospitality,card_testing_mule,13,31.9,5.25,0.032,0.0374,0.62,0,339,0,0.87,0.54,0,0,1,131.0,0.38,1,0.99118376,escalate,1
CASE01578,"Gardner, Brooks and Pierce",food_delivery,bank_account_update,327,48.2,1.0,0.064,0.0103,0.96,1,8,0,0.27,0.1,0,0,0,294.0,1.08,0,0.10849341,auto_clear,1
CASE01579,"King, Nixon and West",grocery,organic_growth,558,135.2,0.96,0.03,0.0,0.95,0,744,0,0.19,0.09,0,0,0,937.0,0.89,0,0.021269714,auto_clear,0
CASE01580,Smith-Johnson,education,bank_account_update,584,109.9,1.25,0.057,0.0091,0.82,1,9,0,0.36,0.06,0,0,0,846.0,1.06,0,0.03767292,auto_clear,1
CASE01581,Larson-Holmes,home_decor,organic_growth,1018,168.7,1.1,0.028,0.0046,0.94,0,450,2,0.26,0.02,0,0,0,795.0,0.94,0,0.01885866,auto_clear,0
CASE01582,Smith-Joyce,saas_subscription,organic_growth,400,235.5,1.11,0.0,0.0016,0.95,0,494,1,0.29,0.01,0,0,0,247.0,1.18,0,0.019496078,auto_clear,0
CASE01583,Foley Inc,travel_hospitality,account_takeover,580,190.2,2.39,0.038,0.0403,1.0,1,0,7,0.46,0.44,0,0,0,312.0,1.22,1,0.91918194,escalate,1
CASE01584,"Short, Ellison and Dixon",fashion_apparel,card_testing_mule,3,91.6,7.33,0.056,0.1066,0.53,0,870,0,0.64,0.43,0,0,0,170.0,0.22,1,0.99802065,escalate,1
CASE01585,"Howe, Moore and Johnson",travel_hospitality,festive_spike,180,136.0,5.68,0.128,0.004,0.97,0,602,0,0.23,0.04,1,1,0,1121.0,0.97,1,0.88121676,escalate,1
CASE01586,Moore-Baker,handicrafts_d2c,card_testing_mule,15,154.4,6.78,0.019,0.0535,0.78,0,480,1,0.76,0.18,0,1,0,20.0,0.46,1,0.99235886,escalate,1
CASE01587,"Wright, Scott and Evans",fashion_apparel,card_testing_mule,60,191.6,5.03,0.022,0.0509,0.52,0,507,0,0.83,0.4,0,1,0,174.0,0.34,0,0.95333755,escalate,1
CASE01588,"Ross, Hardin and Navarro",handicrafts_d2c,festive_spike,259,102.1,5.37,0.156,0.0031,0.95,0,510,0,0.3,0.05,1,0,0,1124.0,0.93,0,0.54910564,agent_review,1
CASE01589,"Nguyen, Olson and Freeman",grocery,organic_growth,400,77.0,1.28,0.009,0.0057,0.92,0,351,0,0.18,0.04,0,0,0,1256.0,1.1,0,0.02341367,auto_clear,0
CASE01590,"Warner, Weiss and Davis",home_decor,card_testing_mule,35,69.7,5.26,0.0,0.0392,0.46,0,357,0,0.85,0.27,0,1,1,36.0,0.37,1,0.90908134,escalate,1
CASE01591,"Evans, Cross and Johnston",beauty_cosmetics,account_takeover,839,130.4,3.18,0.043,0.0328,0.81,1,2,3,0.72,0.41,0,0,0,1061.0,1.01,1,0.8824819,escalate,1
CASE01592,Deleon LLC,travel_hospitality,account_takeover,353,143.4,2.84,0.016,0.0443,0.84,1,2,0,0.75,0.39,0,0,0,468.0,1.12,1,0.6761822,agent_review,1
CASE01593,Hobbs-Hamilton,education,account_takeover,403,118.9,2.9,0.04,0.024,0.82,1,3,1,0.69,0.1,0,0,0,538.0,1.08,1,0.6225209,agent_review,1
CASE01594,Kane and Sons,education,card_testing_mule,36,211.6,2.97,0.055,0.0938,0.76,0,684,0,0.9,0.41,0,0,1,144.0,0.67,1,0.9835802,escalate,1
CASE01595,"Delgado, Guzman and Smith",grocery,bank_account_update,300,33.6,1.19,0.019,0.0029,0.83,1,5,0,0.32,0.07,0,1,0,1227.0,0.86,0,0.14393115,auto_clear,1
CASE01596,"Reyes, Torres and Williams",beauty_cosmetics,bank_account_update,725,140.3,1.18,0.061,0.0024,0.69,1,8,0,0.27,0.09,0,0,0,686.0,1.04,0,0.074924074,auto_clear,1
CASE01597,"Cunningham, Murphy and Wolfe",travel_hospitality,bank_account_update,646,46.6,1.3,0.067,0.0,0.82,1,8,0,0.44,0.12,0,1,0,1106.0,1.0,0,0.03131679,auto_clear,1
CASE01598,Williams Ltd,education,card_testing_mule,38,91.2,5.9,0.068,0.0359,0.83,0,368,0,0.76,0.43,0,2,0,327.0,0.57,1,0.97498757,escalate,1
CASE01599,Maddox-Mullins,home_decor,bank_account_update,300,145.1,1.19,0.0,0.0033,0.74,1,2,0,0.13,0.09,0,0,0,520.0,0.9,0,0.073756024,auto_clear,1
CASE01600,"Wagner, Walker and Roberts",education,card_testing_mule,16,107.9,5.16,0.046,0.1465,0.81,0,513,0,0.76,0.4,0,2,1,229.0,0.46,1,0.98287576,escalate,1
CASE01601,Hernandez-Rogers,food_delivery,festive_spike,219,95.8,2.54,0.08,0.0107,0.88,0,508,0,0.35,0.08,1,0,0,996.0,0.94,0,0.09794638,auto_clear,1
CASE01602,Duncan-Williams,handicrafts_d2c,account_takeover,1053,176.8,3.14,0.02,0.0365,0.71,1,2,4,0.62,0.52,0,0,0,496.0,0.83,1,0.8885044,escalate,1
CASE01603,Baker-Ross,fashion_apparel,festive_spike,180,129.6,5.11,0.135,0.0029,0.84,0,690,0,0.34,0.06,1,0,0,886.0,0.82,1,0.75473917,escalate,1
CASE01604,Ayala-Anderson,fashion_apparel,organic_growth,628,5.0,1.32,0.064,0.0,0.95,0,818,0,0.29,0.06,0,0,0,1001.0,0.97,0,0.030416984,auto_clear,0
CASE01605,Castillo and Sons,food_delivery,festive_spike,419,5.6,4.25,0.106,0.005,0.91,0,279,1,0.32,0.09,1,0,0,558.0,1.15,1,0.62589705,agent_review,1
CASE01606,Foster-Duncan,saas_subscription,festive_spike,940,103.2,3.74,0.083,0.0063,0.95,0,319,0,0.33,0.07,1,0,0,1045.0,1.0,0,0.030812673,auto_clear,1
CASE01607,"Gilbert, Fitzgerald and Sanchez",food_delivery,account_takeover,1052,42.3,2.32,0.049,0.0467,0.77,1,1,0,0.7,0.25,0,1,0,519.0,0.87,0,0.09506272,auto_clear,1
CASE01608,Adams Group,saas_subscription,organic_growth,400,122.0,1.12,0.014,0.0035,0.94,0,573,0,0.05,0.18,0,0,0,1105.0,0.91,0,0.14799894,auto_clear,0
CASE01609,Cohen-Johnston,grocery,organic_growth,400,110.8,1.23,0.07,0.0055,0.95,0,360,0,0.21,0.06,0,0,0,1007.0,0.85,0,0.036085095,auto_clear,0
CASE01610,Powers Group,education,card_testing_mule,21,198.1,2.5,0.06,0.0886,0.86,0,395,0,0.73,0.05,0,0,1,143.0,0.51,1,0.9289245,escalate,1
CASE01611,Bailey-Flores,travel_hospitality,card_testing_mule,27,166.6,3.63,0.005,0.0562,0.38,0,217,1,0.75,0.32,0,1,1,286.0,0.15,0,0.7527613,escalate,1
CASE01612,"Rios, Carrillo and Jackson",handicrafts_d2c,account_takeover,214,140.0,2.26,0.05,0.0393,0.89,1,0,1,0.79,0.34,0,0,0,819.0,0.97,1,0.8364406,escalate,1
CASE01613,Jensen-Branch,education,card_testing_mule,47,29.4,6.12,0.0,0.0479,0.54,0,759,0,0.87,0.22,0,4,1,284.0,0.37,1,0.9927072,escalate,1
CASE01614,Hanson-Alexander,education,account_takeover,437,127.3,1.7,0.036,0.0175,0.83,1,3,0,0.61,0.14,0,0,0,1187.0,1.08,0,0.21842733,agent_review,1
CASE01615,Gonzalez LLC,travel_hospitality,bank_account_update,1012,177.9,0.74,0.062,0.0051,0.91,1,5,0,0.2,0.14,0,0,0,1275.0,0.86,0,0.03344589,auto_clear,1
CASE01616,Todd Inc,food_delivery,account_takeover,443,5.0,3.02,0.02,0.0157,0.85,1,1,1,0.67,0.46,0,0,0,661.0,1.0,1,0.8485784,escalate,1
CASE01617,Singh and Sons,education,account_takeover,2111,20.1,2.9,0.082,0.0086,1.0,1,2,1,0.74,0.43,0,0,0,1288.0,0.94,0,0.14845413,auto_clear,1
CASE01618,"Mcintosh, Melton and Wilkins",handicrafts_d2c,festive_spike,675,186.0,5.16,0.113,0.0,0.88,0,665,0,0.26,0.02,1,0,0,1204.0,1.08,1,0.78627974,escalate,1
CASE01619,Cooper Inc,saas_subscription,bank_account_update,300,217.1,1.18,0.052,0.0,0.91,1,2,1,0.25,0.14,0,0,0,1476.0,1.12,0,0.15440644,auto_clear,1
CASE01620,Cole-Johnson,fashion_apparel,account_takeover,832,90.0,1.84,0.011,0.0517,0.88,1,2,3,0.65,0.36,0,1,0,827.0,0.98,0,0.23689708,agent_review,1
CASE01621,Singh and Sons,travel_hospitality,festive_spike,345,137.3,3.07,0.087,0.003,0.87,0,736,0,0.41,0.07,1,1,0,516.0,0.91,0,0.04463829,auto_clear,1
CASE01622,Payne LLC,electronics,account_takeover,835,141.2,2.36,0.008,0.023,0.96,1,2,3,0.74,0.62,0,1,0,1164.0,1.03,1,0.87545717,escalate,1
CASE01623,"Webb, Blair and Thomas",grocery,bank_account_update,300,103.3,1.18,0.037,0.0048,0.93,1,3,0,0.35,0.1,0,1,0,1139.0,1.02,0,0.10704409,auto_clear,1
CASE01624,"Barnett, Bennett and Escobar",electronics,bank_account_update,319,142.5,1.34,0.043,0.0091,1.0,1,8,0,0.28,0.0,0,0,0,722.0,1.08,1,0.18983614,auto_clear,1
CASE01625,"Williams, Jackson and Campbell",home_decor,organic_growth,405,119.5,1.13,0.07,0.0047,0.96,0,247,0,0.23,0.04,0,0,0,354.0,1.16,0,0.04704553,auto_clear,0
CASE01626,"Williamson, Brown and Pena",food_delivery,card_testing_mule,25,128.5,3.31,0.044,0.038,0.64,0,842,0,0.86,0.29,0,2,1,87.0,0.52,1,0.9221698,escalate,1
CASE01627,Jones Ltd,grocery,festive_spike,642,5.0,5.22,0.026,0.0026,0.84,0,605,0,0.44,0.1,1,0,0,1364.0,0.97,0,0.08697535,auto_clear,1
CASE01628,Alvarado-Durham,food_delivery,organic_growth,466,83.6,1.15,0.044,0.0024,0.93,0,209,2,0.19,0.16,0,0,0,1123.0,0.89,0,0.02597043,auto_clear,0
CASE01629,Lin-Smith,handicrafts_d2c,card_testing_mule,57,36.1,6.53,0.011,0.0114,0.4,0,459,2,0.81,0.46,0,1,0,238.0,0.52,1,0.9910897,escalate,1
CASE01630,"Hughes, Whitney and Romero",handicrafts_d2c,festive_spike,345,90.9,2.74,0.028,0.0109,0.81,0,514,0,0.18,0.14,1,0,0,172.0,0.99,0,0.041425552,auto_clear,1
CASE01631,"Garcia, Stewart and Delacruz",electronics,organic_growth,400,66.5,1.15,0.044,0.0005,0.9,0,513,2,0.25,0.06,0,0,0,1666.0,1.03,0,0.033222757,auto_clear,0
CASE01632,"Miller, Gonzalez and Rasmussen",handicrafts_d2c,organic_growth,400,146.2,1.21,0.049,0.0048,0.84,0,494,1,0.29,0.16,0,0,0,269.0,0.96,0,0.027842218,auto_clear,0
CASE01633,"House, Smith and Wright",education,account_takeover,220,5.0,2.23,0.029,0.0228,0.97,1,4,2,0.57,0.26,0,1,0,211.0,0.91,1,0.91985494,escalate,1
CASE01634,"Torres, Burns and Garner",education,card_testing_mule,23,14.0,4.43,0.027,0.0992,0.52,0,544,0,0.62,0.51,0,1,1,161.0,0.38,1,0.98921293,escalate,1
CASE01635,Reed LLC,beauty_cosmetics,account_takeover,506,84.4,2.32,0.009,0.0191,0.83,1,0,1,0.81,0.47,0,2,0,778.0,1.18,1,0.8222989,escalate,1
CASE01636,Garrett-Young,home_decor,bank_account_update,549,118.9,1.04,0.048,0.0058,1.0,1,8,0,0.21,0.1,0,0,0,1036.0,0.98,0,0.031974114,auto_clear,1
CASE01637,"Hill, Brown and Scott",saas_subscription,card_testing_mule,21,134.7,3.75,0.028,0.0328,0.6,0,726,0,0.85,0.26,0,1,0,188.0,0.37,0,0.87379193,escalate,1
CASE01638,Zamora-Briggs,saas_subscription,bank_account_update,300,158.1,1.09,0.078,0.004,0.73,1,0,2,0.47,0.06,0,0,0,781.0,1.13,0,0.09887341,auto_clear,1
CASE01639,Raymond LLC,education,organic_growth,715,154.4,1.1,0.028,0.0024,0.97,0,537,0,0.2,0.02,0,0,0,783.0,1.06,0,0.041401777,auto_clear,0
CASE01640,Hernandez Group,education,festive_spike,514,145.8,3.95,0.129,0.0096,0.88,0,206,0,0.04,0.04,1,0,0,494.0,0.87,0,0.07725165,auto_clear,1
CASE01641,"Taylor, Blair and Meyer",grocery,account_takeover,223,53.0,2.45,0.079,0.0263,1.0,1,1,5,0.63,0.32,0,2,0,1098.0,0.91,1,0.926592,escalate,1
CASE01642,"Salazar, Garrett and Perez",saas_subscription,bank_account_update,611,175.3,0.91,0.076,0.0077,0.84,1,6,0,0.33,0.06,0,1,0,1200.0,0.99,0,0.078531645,auto_clear,1
CASE01643,Berry Group,grocery,account_takeover,308,216.4,2.76,0.048,0.0554,0.88,1,0,1,0.81,0.5,0,1,0,640.0,0.98,1,0.9012827,escalate,1
CASE01644,Browning-Murphy,handicrafts_d2c,account_takeover,317,151.8,2.75,0.094,0.0289,0.9,1,1,4,0.67,0.54,0,1,0,630.0,0.83,1,0.9355858,escalate,1
CASE01645,"Anderson, Delgado and Carpenter",electronics,account_takeover,1313,113.2,1.89,0.0,0.0593,0.99,1,4,0,0.83,0.33,0,0,0,620.0,1.1,0,0.12416135,auto_clear,1
CASE01646,"Mcbride, Huffman and Parker",travel_hospitality,account_takeover,973,17.4,2.48,0.03,0.0321,1.0,1,2,0,0.6,0.44,0,1,0,723.0,0.92,0,0.04114434,auto_clear,1
CASE01647,"Roach, Browning and Jordan",food_delivery,account_takeover,793,55.7,2.14,0.034,0.0495,0.86,1,0,4,0.77,0.33,0,0,0,677.0,0.92,1,0.9637769,escalate,1
CASE01648,Douglas PLC,travel_hospitality,card_testing_mule,8,132.5,4.56,0.012,0.0778,0.67,0,426,0,0.81,0.25,0,1,0,98.0,0.22,1,0.89395326,escalate,1
CASE01649,Stewart PLC,saas_subscription,card_testing_mule,20,154.0,5.78,0.005,0.0642,0.46,0,802,0,0.74,0.26,0,1,1,177.0,0.43,1,0.97744375,escalate,1
CASE01650,"Fry, Wilson and Stewart",food_delivery,account_takeover,207,58.5,2.06,0.029,0.0203,0.95,1,2,3,0.5,0.49,0,0,0,896.0,1.1,1,0.9354184,escalate,1
CASE01651,Acosta LLC,home_decor,bank_account_update,300,149.7,1.22,0.048,0.0027,0.84,1,2,0,0.17,0.21,0,0,0,1308.0,1.08,1,0.16809812,auto_clear,1
CASE01652,Ali-Turner,food_delivery,account_takeover,187,177.3,2.83,0.014,0.018,0.73,1,4,2,0.71,0.27,0,0,0,176.0,1.09,1,0.9383659,escalate,1
CASE01653,"Peck, Shannon and Mahoney",beauty_cosmetics,festive_spike,180,123.5,3.63,0.133,0.013,0.91,0,527,0,0.33,0.15,1,0,0,1017.0,1.02,1,0.49030772,agent_review,1
CASE01654,Hernandez-Lopez,food_delivery,organic_growth,466,88.9,1.29,0.024,0.0007,0.92,0,853,1,0.21,0.07,0,0,0,577.0,0.88,0,0.022429284,auto_clear,0
CASE01655,Lopez PLC,saas_subscription,organic_growth,686,64.4,1.13,0.039,0.0053,0.94,0,340,0,0.4,0.11,0,0,0,117.0,0.94,0,0.038613748,auto_clear,0
CASE01656,"Adams, Bradley and Hall",fashion_apparel,account_takeover,253,45.0,2.3,0.032,0.0167,0.77,1,1,0,0.61,0.69,0,0,0,1442.0,0.95,0,0.45682302,agent_review,1
CASE01657,Hall Inc,beauty_cosmetics,organic_growth,400,173.5,1.03,0.048,0.003,0.85,0,887,0,0.27,0.07,0,1,0,631.0,1.14,0,0.04287534,auto_clear,0
CASE01658,Miller-Chan,handicrafts_d2c,festive_spike,292,170.8,3.92,0.081,0.001,0.96,0,531,0,0.29,0.08,1,0,0,472.0,1.0,1,0.6836889,agent_review,1
CASE01659,Shaw PLC,beauty_cosmetics,card_testing_mule,20,68.8,7.93,0.049,0.0906,0.69,0,371,0,0.72,0.19,0,2,0,311.0,0.81,1,0.9617623,escalate,1
CASE01660,Joseph-Brooks,travel_hospitality,account_takeover,702,86.4,2.53,0.064,0.0155,1.0,1,3,3,0.54,0.41,0,0,0,1165.0,0.83,1,0.77023995,escalate,1
CASE01661,Henry-Taylor,grocery,bank_account_update,343,54.2,0.98,0.0,0.0076,0.84,1,6,0,0.14,0.01,0,0,0,1713.0,1.07,0,0.04492531,auto_clear,1
CASE01662,Perez Group,electronics,account_takeover,185,79.7,1.9,0.052,0.0279,0.82,1,0,1,0.63,0.41,0,0,0,1013.0,0.95,0,0.74518436,escalate,1
CASE01663,Schaefer Group,travel_hospitality,account_takeover,757,85.4,2.64,0.034,0.0372,1.0,1,3,2,0.57,0.31,0,0,0,1529.0,1.16,0,0.22779588,agent_review,1
CASE01664,Newton and Sons,travel_hospitality,card_testing_mule,3,183.3,4.34,0.045,0.0627,0.46,0,345,0,0.8,0.38,0,0,1,135.0,0.48,1,0.98810995,escalate,1
CASE01665,Jones Group,beauty_cosmetics,account_takeover,357,154.4,3.06,0.0,0.0408,0.88,1,2,2,0.67,0.46,0,0,0,965.0,0.93,1,0.94730324,escalate,1
CASE01666,"Burns, Nguyen and Ellis",beauty_cosmetics,organic_growth,400,77.1,1.24,0.042,0.0027,0.88,0,452,1,0.2,0.06,0,0,0,595.0,1.06,0,0.08380072,auto_clear,0
CASE01667,Patterson Inc,grocery,account_takeover,1293,175.9,1.44,0.02,0.0078,1.0,1,0,5,0.67,0.29,0,1,0,861.0,0.78,0,0.25564632,agent_review,1
CASE01668,"Moss, James and Edwards",grocery,festive_spike,914,5.0,5.37,0.068,0.0055,0.89,0,736,0,0.36,0.07,1,0,0,601.0,0.97,0,0.07021575,auto_clear,1
CASE01669,"Crosby, Armstrong and Herrera",saas_subscription,card_testing_mule,66,113.9,4.52,0.057,0.0686,0.52,0,348,1,0.97,0.38,0,0,1,351.0,0.21,1,0.92716837,escalate,1
CASE01670,"Liu, Buchanan and Meyer",electronics,account_takeover,223,113.3,3.18,0.077,0.0,0.75,1,4,2,0.67,0.21,0,2,0,351.0,0.76,1,0.8509525,escalate,1
CASE01671,Bryant-Rich,travel_hospitality,bank_account_update,601,209.8,1.08,0.061,0.0,0.71,1,6,1,0.44,0.09,0,0,0,761.0,0.95,0,0.05193892,auto_clear,1
CASE01672,Stone Group,travel_hospitality,organic_growth,400,155.6,1.21,0.044,0.004,0.92,0,388,1,0.23,0.0,0,0,0,1352.0,1.03,0,0.041307464,auto_clear,0
CASE01673,"Williams, Hughes and Hubbard",handicrafts_d2c,account_takeover,1656,126.4,3.17,0.052,0.037,0.88,1,3,0,0.59,0.52,0,0,0,1475.0,1.01,1,0.19129162,auto_clear,1
CASE01674,Lee Group,food_delivery,organic_growth,400,118.0,1.08,0.044,0.0045,0.95,0,893,0,0.42,0.04,0,0,0,327.0,0.98,0,0.038569983,auto_clear,0
CASE01675,Wilkerson-Ayala,food_delivery,account_takeover,389,162.3,1.43,0.053,0.0361,0.94,1,2,4,0.74,0.38,0,0,0,1044.0,1.1,1,0.8817565,escalate,1
CASE01676,Murray-Henderson,grocery,organic_growth,558,182.3,1.17,0.071,0.0037,0.96,0,584,0,0.45,0.04,0,1,0,725.0,0.91,0,0.01851824,auto_clear,0
CASE01677,"Ellison, Vaughn and Mckee",grocery,card_testing_mule,55,123.6,3.46,0.046,0.053,0.6,0,681,0,0.8,0.25,0,1,0,83.0,0.82,1,0.91212374,escalate,1
CASE01678,Gallegos-Hayes,electronics,festive_spike,1169,206.0,2.95,0.135,0.0081,0.88,0,374,1,0.37,0.01,1,0,0,881.0,0.99,0,0.048329554,auto_clear,1
CASE01679,"Mason, White and Richards",education,card_testing_mule,54,174.7,3.51,0.03,0.1173,0.65,0,221,0,0.88,0.16,0,2,1,184.0,0.35,1,0.971574,escalate,1
CASE01680,"Payne, Long and Morris",food_delivery,card_testing_mule,65,93.5,6.92,0.032,0.0159,0.51,0,641,0,0.79,0.23,0,1,1,142.0,0.21,1,0.99778026,escalate,1
CASE01681,White PLC,food_delivery,festive_spike,901,205.1,5.59,0.085,0.0066,0.91,0,764,0,0.31,0.1,1,0,0,661.0,1.14,0,0.12064415,auto_clear,1
CASE01682,"Huang, Khan and Davis",food_delivery,festive_spike,180,140.6,4.43,0.028,0.0126,0.91,0,609,0,0.45,0.08,1,0,0,652.0,1.02,0,0.34982392,agent_review,1
CASE01683,Holt-Meadows,home_decor,card_testing_mule,64,82.8,7.58,0.038,0.0198,0.62,0,214,0,0.77,0.34,0,0,1,247.0,0.54,1,0.9549418,escalate,1
CASE01684,Higgins Inc,saas_subscription,account_takeover,1338,52.1,2.07,0.027,0.0391,0.88,1,1,0,0.61,0.46,0,0,0,887.0,1.07,0,0.07839905,auto_clear,1
CASE01685,Wilson Group,grocery,bank_account_update,892,82.5,1.25,0.039,0.0001,0.83,1,3,0,0.22,0.09,0,0,0,835.0,1.09,0,0.011267572,auto_clear,1
CASE01686,"Cox, Mills and Cruz",beauty_cosmetics,account_takeover,897,79.9,3.01,0.026,0.0471,0.97,1,2,0,0.81,0.27,0,0,0,50.0,1.06,0,0.17309102,auto_clear,1
CASE01687,"Salazar, Moore and Pierce",electronics,bank_account_update,300,102.9,1.28,0.029,0.0,0.82,1,6,0,0.1,0.01,0,0,0,1112.0,0.96,0,0.022113223,auto_clear,1
CASE01688,Tate LLC,handicrafts_d2c,bank_account_update,300,186.6,1.29,0.06,0.0087,0.86,1,6,0,0.14,0.14,0,0,0,118.0,1.12,0,0.11207355,auto_clear,1
CASE01689,"Savage, Huffman and Martin",food_delivery,organic_growth,802,53.4,1.07,0.064,0.0072,0.95,0,471,1,0.34,0.05,0,0,0,1033.0,0.98,0,0.03157187,auto_clear,0
CASE01690,White Ltd,handicrafts_d2c,bank_account_update,300,176.9,1.12,0.066,0.0037,0.91,1,9,1,0.19,0.05,0,0,0,1029.0,0.89,0,0.114373796,auto_clear,1
CASE01691,Barnes LLC,grocery,festive_spike,180,119.9,5.03,0.069,0.0111,0.88,0,238,1,0.18,0.1,1,0,0,655.0,0.92,0,0.11522864,auto_clear,1
CASE01692,"Mack, Griffin and Sims",grocery,festive_spike,794,265.8,4.31,0.07,0.0029,0.94,0,649,0,0.34,0.09,1,0,0,511.0,1.03,1,0.69556177,agent_review,1
CASE01693,Roach and Sons,saas_subscription,account_takeover,135,73.4,2.05,0.045,0.0358,0.96,1,4,0,0.81,0.43,0,1,0,776.0,1.11,0,0.7657828,escalate,1
CASE01694,Dean LLC,beauty_cosmetics,card_testing_mule,66,130.6,4.82,0.04,0.0774,0.71,0,775,0,0.8,0.57,0,0,1,153.0,0.45,1,0.98473674,escalate,1
CASE01695,Ellis Group,travel_hospitality,card_testing_mule,57,89.3,7.07,0.057,0.062,0.42,0,771,0,0.8,0.44,0,1,0,193.0,0.87,1,0.99480814,escalate,1
CASE01696,"Aguirre, Franklin and Snyder",handicrafts_d2c,festive_spike,932,120.4,2.69,0.076,0.0054,0.9,0,390,0,0.34,0.0,1,0,0,505.0,1.09,0,0.030449485,auto_clear,1
CASE01697,Chapman Group,food_delivery,organic_growth,597,194.1,0.8,0.052,0.0049,1.0,0,385,0,0.45,0.01,0,0,0,1586.0,1.18,0,0.036627125,auto_clear,0
CASE01698,Ortiz-Miller,grocery,account_takeover,544,124.0,2.67,0.028,0.0171,0.97,1,3,2,0.59,0.32,0,0,0,109.0,1.02,1,0.90238315,escalate,1
CASE01699,"Smith, Khan and Ramirez",home_decor,card_testing_mule,58,63.4,2.55,0.026,0.0524,0.56,0,467,0,0.64,0.22,0,1,0,197.0,0.72,1,0.83229303,escalate,1
CASE01700,"Grant, Bryan and Williams",beauty_cosmetics,account_takeover,498,40.8,3.15,0.023,0.0299,0.94,1,1,0,0.75,0.38,0,1,0,849.0,0.99,0,0.31722984,agent_review,1
CASE01701,Brown LLC,travel_hospitality,bank_account_update,484,160.9,1.21,0.02,0.0065,0.94,1,4,0,0.26,0.2,0,1,0,654.0,0.87,0,0.14792478,auto_clear,1
CASE01702,Thomas Inc,food_delivery,card_testing_mule,47,107.9,5.9,0.069,0.011,0.5,0,386,2,0.73,0.32,0,2,1,92.0,0.19,1,0.9944946,escalate,1
CASE01703,"Lane, Morrison and Rivera",electronics,bank_account_update,562,209.5,1.3,0.047,0.0047,0.87,1,8,0,0.27,0.06,0,0,0,692.0,0.97,0,0.046271052,auto_clear,1
CASE01704,Williams Group,travel_hospitality,organic_growth,400,182.4,1.2,0.035,0.0056,0.95,0,248,1,0.15,0.01,0,0,0,999.0,1.12,0,0.053714614,auto_clear,0
