case_id,merchant_name,mcc_category,archetype,merchant_tenure_days,avg_daily_txn_30d,volume_spike_ratio,refund_rate_30d,chargeback_rate_90d,kyc_completeness_score,bank_account_changed_flag,days_since_bank_change,customer_complaint_count_30d,device_ip_diversity_score,night_txn_ratio,is_festive_period,prior_flags_count,prior_flags_confirmed_fraud,avg_ticket_size,ticket_size_change_ratio,label_is_fraud
CASE01463,"Cook, Ward and Castro",electronics,card_testing_mule,31,156.2,5.33,0.024,0.0395,0.79,0,516,0,0.57,0.32,0,2,0,163.0,0.4,1
CASE01464,Cooper-Jenkins,electronics,account_takeover,387,158.7,2.72,0.035,0.0051,0.82,1,4,1,0.77,0.25,0,1,0,1537.0,0.81,1
CASE01465,Dillon-Mccarty,home_decor,festive_spike,180,285.3,2.55,0.106,0.01,0.92,0,493,1,0.17,0.14,1,0,0,1112.0,0.99,0
CASE01466,Ray Ltd,education,card_testing_mule,57,99.8,5.99,0.028,0.1399,0.61,0,837,0,0.76,0.25,0,0,0,174.0,0.5,1
CASE01467,"Ryan, Krause and Mitchell",saas_subscription,bank_account_update,781,79.4,1.29,0.032,0.0023,0.95,1,6,0,0.12,0.09,0,0,0,947.0,0.92,0
CASE01468,Nunez-Freeman,education,account_takeover,339,175.6,1.72,0.025,0.0074,0.94,1,1,1,0.62,0.36,0,0,0,511.0,1.07,1
CASE01469,"Griffin, Miller and Austin",electronics,card_testing_mule,25,72.0,5.35,0.029,0.1407,0.39,0,563,0,0.87,0.4,0,0,0,171.0,0.36,1
CASE01470,Welch-Thomas,education,organic_growth,400,115.2,1.07,0.057,0.0008,0.9,0,328,1,0.22,0.05,0,0,0,267.0,1.02,0
CASE01471,Davidson LLC,saas_subscription,account_takeover,41,187.1,1.48,0.073,0.0402,0.89,1,2,4,0.9,0.41,0,2,0,1482.0,1.08,1
CASE01472,Welch-Duncan,food_delivery,festive_spike,743,63.2,4.3,0.047,0.0077,0.86,0,490,0,0.29,0.16,1,0,0,958.0,1.0,0
CASE01473,Miller LLC,beauty_cosmetics,bank_account_update,800,99.1,0.65,0.045,0.0035,0.94,1,9,0,0.41,0.15,0,1,0,757.0,1.03,0
CASE01474,Edwards Ltd,food_delivery,bank_account_update,300,55.0,1.07,0.007,0.0011,0.75,1,5,0,0.33,0.03,0,1,0,262.0,1.11,0
CASE01475,Page-Jacobs,fashion_apparel,account_takeover,86,47.4,2.05,0.049,0.0257,0.9,1,4,2,0.6,0.39,0,2,0,317.0,1.07,1
CASE01476,Nelson-Wallace,handicrafts_d2c,bank_account_update,321,147.6,1.44,0.082,0.008,0.84,1,2,0,0.17,0.03,0,0,0,1369.0,1.07,0
CASE01477,Adkins-Meyer,beauty_cosmetics,festive_spike,180,166.3,4.63,0.081,0.0,0.9,0,769,0,0.36,0.14,1,0,0,1758.0,0.9,1
CASE01478,Gutierrez-White,handicrafts_d2c,bank_account_update,1184,140.2,0.84,0.04,0.0042,0.96,1,4,0,0.13,0.1,0,0,0,1356.0,0.86,0
CASE01479,Martinez and Sons,electronics,organic_growth,573,122.9,1.18,0.083,0.0034,0.96,0,209,1,0.28,0.14,0,0,0,1666.0,1.0,1
CASE01480,"King, Manning and Brady",home_decor,account_takeover,751,75.0,2.25,0.017,0.0097,1.0,1,1,1,0.53,0.25,0,1,0,630.0,1.0,0
CASE01481,Jackson Inc,saas_subscription,bank_account_update,300,128.0,1.01,0.051,0.0053,0.73,1,8,0,0.4,0.06,0,0,0,804.0,0.93,0
CASE01482,Brown Group,saas_subscription,bank_account_update,300,186.8,1.43,0.037,0.0083,0.86,1,0,0,0.34,0.13,0,0,0,1254.0,0.95,0
CASE01483,"Brown, Wise and Warren",home_decor,account_takeover,403,100.0,1.8,0.059,0.0181,0.89,1,2,6,0.51,0.19,0,1,0,530.0,0.94,0
CASE01484,Garcia PLC,handicrafts_d2c,account_takeover,1141,113.4,1.65,0.007,0.0215,0.84,1,4,2,0.58,0.35,0,0,0,543.0,0.91,1
CASE01485,Miller Group,electronics,festive_spike,180,104.5,5.03,0.08,0.0083,0.9,0,647,0,0.35,0.06,1,0,0,747.0,1.14,1
CASE01486,Perez-Rojas,home_decor,card_testing_mule,17,125.0,5.95,0.031,0.0598,0.59,0,644,0,0.5,0.3,0,1,0,201.0,0.66,1
CASE01487,Sims-Anderson,food_delivery,account_takeover,181,116.7,1.75,0.035,0.031,0.88,1,3,1,0.64,0.46,0,1,0,1337.0,0.99,1
CASE01488,Johnson Ltd,saas_subscription,festive_spike,180,160.0,4.74,0.13,0.0037,0.9,0,364,0,0.35,0.02,1,0,0,1579.0,0.85,0
CASE01489,Dalton-Nguyen,fashion_apparel,organic_growth,400,29.1,1.2,0.013,0.0028,0.92,0,418,0,0.2,0.05,0,0,0,644.0,0.87,1
CASE01490,Mcdonald-Pitts,beauty_cosmetics,account_takeover,851,77.6,1.7,0.06,0.0143,0.78,1,3,2,0.69,0.42,0,1,0,949.0,0.91,1
CASE01491,Dunn-Taylor,travel_hospitality,account_takeover,444,127.2,1.41,0.036,0.0005,0.84,1,1,3,0.79,0.29,0,1,0,129.0,1.06,1
CASE01492,"Ryan, Garza and Bryant",home_decor,organic_growth,1365,159.9,1.4,0.043,0.0051,0.94,0,633,0,0.42,0.17,0,0,0,70.0,0.97,0
CASE01493,"Fields, Elliott and Mills",education,festive_spike,882,160.0,3.96,0.055,0.007,0.94,0,273,0,0.33,0.15,1,1,0,506.0,1.03,0
CASE01494,"Ferguson, Stout and Olson",handicrafts_d2c,account_takeover,965,21.8,2.91,0.053,0.0334,0.81,1,4,4,0.85,0.26,0,0,0,660.0,0.97,1
CASE01495,Ballard Group,saas_subscription,bank_account_update,1077,108.7,0.67,0.026,0.0,0.79,1,4,0,0.16,0.06,0,1,0,1113.0,1.33,0
CASE01496,Diaz-Green,handicrafts_d2c,card_testing_mule,9,203.7,4.14,0.074,0.056,0.72,0,665,0,0.82,0.31,0,2,0,320.0,0.27,0
CASE01497,Smith-Mills,handicrafts_d2c,account_takeover,436,5.0,3.01,0.056,0.0212,0.88,1,3,2,0.64,0.31,0,0,0,1113.0,1.07,1
CASE01498,Cooper Group,education,bank_account_update,741,13.0,1.14,0.071,0.0007,0.93,1,3,0,0.35,0.01,0,0,0,124.0,0.98,1
CASE01499,"Smith, Weeks and Arroyo",education,festive_spike,307,146.9,4.13,0.114,0.0013,0.94,0,663,0,0.11,0.08,1,0,0,1273.0,1.1,0
CASE01500,Evans-Cannon,beauty_cosmetics,festive_spike,240,247.2,5.12,0.137,0.0026,0.95,0,788,0,0.4,0.1,1,1,0,894.0,0.94,0
CASE01501,Harper-Robles,handicrafts_d2c,bank_account_update,656,86.6,0.98,0.04,0.0073,0.83,1,1,1,0.27,0.16,0,0,0,605.0,0.82,0
CASE01502,"Brooks, Jenkins and Castro",grocery,organic_growth,400,118.5,1.0,0.044,0.0,0.92,0,487,0,0.21,0.04,0,0,0,391.0,1.12,0
CASE01503,Wright-Espinoza,beauty_cosmetics,account_takeover,174,154.8,2.76,0.041,0.0313,0.83,1,3,0,0.77,0.35,0,0,0,617.0,0.94,0
CASE01504,"Price, Gray and Baker",electronics,account_takeover,782,134.7,1.5,0.043,0.0267,0.86,1,4,2,0.73,0.32,0,1,0,1205.0,0.99,1
CASE01505,Garrett-Black,food_delivery,bank_account_update,346,125.8,1.53,0.063,0.0012,0.8,1,0,0,0.36,0.03,0,0,0,910.0,0.97,0
CASE01506,"Aguirre, Cohen and Mitchell",handicrafts_d2c,bank_account_update,639,95.2,1.44,0.07,0.0012,0.67,1,4,1,0.44,0.03,0,0,0,904.0,1.01,0
CASE01507,"Patel, Adams and Lopez",home_decor,organic_growth,1148,38.3,1.26,0.036,0.0031,0.94,0,580,0,0.29,0.06,0,0,0,891.0,1.08,0
CASE01508,White LLC,beauty_cosmetics,festive_spike,549,185.7,5.1,0.156,0.0023,0.84,0,535,0,0.45,0.05,1,0,0,852.0,1.17,1
CASE01509,Walsh PLC,saas_subscription,bank_account_update,1646,179.1,1.25,0.049,0.0029,0.93,1,9,0,0.24,0.07,0,0,0,1154.0,0.88,0
CASE01510,Nelson-Dean,saas_subscription,card_testing_mule,5,147.3,4.13,0.06,0.0229,0.69,0,380,0,0.75,0.37,0,2,0,144.0,0.25,0
CASE01511,Flores and Sons,grocery,organic_growth,400,227.2,1.15,0.058,0.003,0.94,0,625,0,0.32,0.08,0,0,0,1293.0,1.08,0
CASE01512,Booker Inc,beauty_cosmetics,bank_account_update,300,64.0,1.35,0.024,0.0012,1.0,1,6,0,0.39,0.13,0,0,0,913.0,0.97,1
CASE01513,Compton LLC,fashion_apparel,card_testing_mule,47,159.6,4.9,0.033,0.0606,0.42,0,641,0,0.84,0.4,0,1,1,255.0,0.45,1
CASE01514,Martinez-Gonzales,grocery,organic_growth,1334,160.3,1.22,0.031,0.0059,0.91,0,468,0,0.2,0.0,0,0,0,1945.0,1.05,0
CASE01515,Hall and Sons,education,account_takeover,655,153.7,1.53,0.059,0.0146,0.88,1,0,4,0.68,0.42,0,2,0,280.0,1.07,1
CASE01516,Snyder LLC,electronics,account_takeover,81,152.4,3.01,0.047,0.0,0.98,1,1,1,0.59,0.37,0,0,0,1019.0,1.04,1
CASE01517,Collins-Lloyd,education,organic_growth,400,33.8,1.25,0.024,0.0,0.96,0,699,2,0.22,0.05,0,0,0,1630.0,0.96,0
CASE01518,Ford-Moody,grocery,bank_account_update,550,111.2,1.04,0.042,0.0094,0.86,1,3,0,0.26,0.12,0,1,0,1268.0,0.97,0
CASE01519,Miller-Christensen,food_delivery,card_testing_mule,32,115.1,3.78,0.077,0.0358,0.43,0,338,0,0.77,0.31,0,0,1,294.0,0.4,0
CASE01520,Brown Group,electronics,festive_spike,306,117.7,3.09,0.101,0.0026,0.94,0,338,0,0.27,0.22,1,0,0,293.0,0.95,0
CASE01521,Daniels and Sons,home_decor,festive_spike,180,45.2,4.52,0.093,0.0081,0.98,0,673,1,0.39,0.18,1,0,0,1138.0,1.04,0
CASE01522,Huang LLC,grocery,organic_growth,400,75.6,1.2,0.027,0.0032,0.94,0,289,0,0.32,0.17,0,0,0,1095.0,1.04,0
CASE01523,Clayton-Martinez,handicrafts_d2c,organic_growth,767,7.3,0.9,0.045,0.0005,0.97,0,527,0,0.25,0.15,0,0,0,454.0,1.11,0
CASE01524,"Wright, Wise and Ramos",handicrafts_d2c,organic_growth,577,85.6,1.03,0.045,0.0056,1.0,0,490,1,0.22,0.0,0,0,0,570.0,1.15,0
CASE01525,"Vang, Gonzalez and Moss",travel_hospitality,festive_spike,1262,73.6,5.22,0.116,0.0049,0.94,0,370,2,0.49,0.02,1,1,0,1000.0,1.01,0
CASE01526,Boyd and Sons,travel_hospitality,festive_spike,361,124.6,3.63,0.119,0.0083,0.98,0,351,0,0.47,0.14,1,0,0,711.0,1.16,0
CASE01527,Price-Ali,grocery,festive_spike,471,110.0,2.63,0.046,0.0118,0.9,0,634,0,0.45,0.13,1,1,0,417.0,0.93,0
CASE01528,Moore-Chandler,grocery,card_testing_mule,54,115.9,5.19,0.037,0.0211,0.65,0,473,0,0.81,0.49,0,1,1,102.0,0.33,1
CASE01529,"Pineda, Meyer and King",home_decor,organic_growth,731,126.0,0.95,0.037,0.0008,0.96,0,604,0,0.2,0.1,0,0,0,843.0,0.99,0
CASE01530,"Evans, Ward and Williams",beauty_cosmetics,account_takeover,176,170.1,1.91,0.03,0.0121,0.91,1,4,2,0.84,0.29,0,1,0,571.0,0.86,1
CASE01531,"Robinson, Rodriguez and Chen",saas_subscription,bank_account_update,300,66.0,1.15,0.012,0.0041,0.76,1,7,0,0.36,0.04,0,0,0,848.0,1.14,0
CASE01532,Smith-Bauer,education,card_testing_mule,61,136.8,7.25,0.05,0.0326,0.4,0,220,0,0.89,0.11,0,2,0,26.0,0.47,1
CASE01533,"Wilson, Mccormick and Smith",handicrafts_d2c,festive_spike,1693,132.7,3.77,0.118,0.0084,0.99,0,812,0,0.14,0.09,1,0,0,623.0,0.98,0
CASE01534,Perkins Ltd,fashion_apparel,festive_spike,180,106.9,5.78,0.136,0.0032,0.88,0,850,1,0.12,0.09,1,0,0,967.0,0.95,0
CASE01535,Barker-Moore,food_delivery,organic_growth,400,146.9,1.11,0.062,0.0025,0.92,0,432,0,0.23,0.0,0,0,0,509.0,1.0,0
CASE01536,Wright Group,electronics,account_takeover,1524,79.6,2.68,0.051,0.0493,1.0,1,0,2,0.58,0.36,0,0,0,983.0,0.88,0
CASE01537,Parks LLC,beauty_cosmetics,organic_growth,844,7.9,1.15,0.033,0.002,0.92,0,269,1,0.3,0.08,0,0,0,94.0,1.05,0
CASE01538,"Brown, Kelly and Moore",beauty_cosmetics,festive_spike,1194,92.6,2.77,0.105,0.0047,1.0,0,483,0,0.36,0.13,1,0,0,1213.0,0.97,0
CASE01539,"Moody, Martinez and Hall",grocery,festive_spike,735,168.0,5.64,0.143,0.011,0.94,0,204,1,0.34,0.05,1,1,0,857.0,0.96,1
CASE01540,"Kramer, Sherman and Trujillo",education,organic_growth,400,110.0,1.23,0.049,0.0031,0.86,0,736,0,0.21,0.02,0,0,0,50.0,0.98,0
CASE01541,Quinn-Smith,education,bank_account_update,300,124.9,1.11,0.014,0.0059,0.98,1,6,0,0.19,0.14,0,2,0,422.0,0.97,0
CASE01542,Howard-Taylor,beauty_cosmetics,organic_growth,721,38.2,1.34,0.0,0.0022,0.99,0,711,1,0.34,0.0,0,1,0,1570.0,0.97,0
CASE01543,Washington Group,food_delivery,organic_growth,456,34.1,1.22,0.007,0.0042,0.97,0,785,0,0.24,0.0,0,0,0,997.0,1.09,0
CASE01544,"Phillips, Terry and Lopez",food_delivery,card_testing_mule,29,139.9,3.26,0.058,0.0672,0.46,0,744,0,0.79,0.35,0,3,1,191.0,0.51,1
CASE01545,Stephens LLC,food_delivery,organic_growth,400,198.3,1.1,0.029,0.0049,0.93,0,377,0,0.39,0.22,0,0,0,756.0,0.99,0
CASE01546,"Mcdonald, Dillon and George",saas_subscription,organic_growth,400,161.8,1.16,0.049,0.0047,1.0,0,676,1,0.36,0.09,0,0,0,468.0,1.01,0
CASE01547,"Martin, Schmidt and Cole",home_decor,bank_account_update,300,97.5,0.94,0.027,0.0018,0.85,1,9,0,0.35,0.06,0,0,0,463.0,1.15,0
CASE01548,Weaver-Gibson,grocery,account_takeover,511,5.0,2.6,0.043,0.0486,1.0,1,4,3,0.62,0.33,0,0,0,1111.0,1.1,1
CASE01549,"Hunter, Gross and Andrade",fashion_apparel,account_takeover,469,158.2,2.28,0.047,0.0,1.0,1,4,0,0.43,0.35,0,1,0,838.0,0.85,1
CASE01550,"Vincent, Parsons and Allen",education,festive_spike,984,171.1,4.27,0.123,0.0082,0.9,0,830,0,0.24,0.11,1,0,0,1303.0,1.01,0
CASE01551,"Brown, Coffey and Fuentes",handicrafts_d2c,festive_spike,914,70.2,2.98,0.059,0.0109,0.87,0,447,0,0.46,0.07,1,0,0,232.0,1.14,0
CASE01552,Warren Group,education,card_testing_mule,5,146.7,4.76,0.053,0.0846,0.68,0,503,1,0.63,0.36,0,0,1,180.0,0.39,1
CASE01553,"Moore, Campbell and Ortiz",education,account_takeover,326,115.3,1.81,0.027,0.0,0.94,1,2,0,0.63,0.36,0,1,0,1356.0,1.05,0
CASE01554,Rodriguez-Mills,food_delivery,organic_growth,824,38.6,1.2,0.022,0.002,0.94,0,484,0,0.26,0.03,0,0,0,467.0,0.97,0
CASE01555,Williams and Sons,food_delivery,account_takeover,594,105.9,2.31,0.018,0.0406,0.93,1,4,3,0.58,0.27,0,0,0,635.0,0.86,0
CASE01556,Russo and Sons,electronics,festive_spike,298,123.7,3.95,0.079,0.0112,0.94,0,585,2,0.37,0.1,1,0,0,715.0,1.23,0
CASE01557,Washington Inc,saas_subscription,card_testing_mule,49,122.8,3.27,0.061,0.0683,0.48,0,877,0,0.65,0.34,0,1,0,152.0,0.29,1
CASE01558,Duncan Group,saas_subscription,card_testing_mule,65,111.7,4.09,0.037,0.1032,0.76,0,781,0,0.64,0.33,0,0,1,77.0,0.16,1
CASE01559,"Burns, Hanson and Garza",electronics,organic_growth,733,43.9,1.12,0.033,0.004,0.81,0,853,0,0.32,0.03,0,0,0,298.0,1.06,1
CASE01560,Diaz PLC,grocery,card_testing_mule,22,237.2,7.03,0.044,0.0659,0.56,0,790,0,0.65,0.13,0,1,1,235.0,0.43,1
CASE01561,"Jones, Conrad and Clark",saas_subscription,account_takeover,398,190.6,1.59,0.023,0.0346,0.95,1,4,3,0.71,0.26,0,0,0,793.0,0.97,1
CASE01562,Hebert-Collier,electronics,festive_spike,808,118.0,3.14,0.071,0.0,0.87,0,485,0,0.55,0.07,1,0,0,638.0,1.06,0
CASE01563,Owen-Brown,grocery,organic_growth,464,207.3,1.14,0.035,0.0022,0.95,0,737,0,0.26,0.03,0,1,0,695.0,1.01,0
CASE01564,"Paul, Zamora and Short",saas_subscription,account_takeover,234,18.4,1.93,0.065,0.0307,0.86,1,2,1,0.66,0.28,0,0,0,50.0,1.15,0
CASE01565,"Brown, Jensen and Rice",fashion_apparel,card_testing_mule,69,112.6,6.04,0.047,0.0856,0.38,0,243,0,0.71,0.34,0,1,1,159.0,0.47,1
CASE01566,"Jones, Torres and Blackburn",handicrafts_d2c,organic_growth,612,116.5,1.14,0.083,0.0029,0.94,0,669,0,0.23,0.02,0,0,0,776.0,0.88,0
CASE01567,"Davis, Hardy and Schmidt",education,card_testing_mule,25,120.3,3.14,0.0,0.0573,0.6,0,754,0,0.7,0.37,0,0,0,66.0,0.35,1
CASE01568,Lee Ltd,fashion_apparel,account_takeover,618,118.8,2.7,0.048,0.0392,0.98,1,1,0,0.8,0.27,0,0,0,1258.0,1.04,1
CASE01569,Hudson and Sons,education,festive_spike,220,60.7,2.65,0.052,0.0079,0.96,0,449,0,0.38,0.01,1,0,0,591.0,1.06,1
CASE01570,"Curry, Perry and Garcia",fashion_apparel,organic_growth,400,82.6,1.19,0.086,0.0029,0.95,0,441,0,0.28,0.13,0,0,0,1697.0,0.78,0
CASE01571,"Ray, Craig and Park",beauty_cosmetics,card_testing_mule,17,5.0,7.84,0.091,0.0432,0.53,0,547,0,0.94,0.51,0,1,1,71.0,0.5,1
CASE01572,Andrade-Jackson,handicrafts_d2c,card_testing_mule,23,87.3,3.06,0.051,0.0394,0.57,0,811,0,0.8,0.24,0,0,1,178.0,0.52,0
CASE01573,Pierce PLC,handicrafts_d2c,card_testing_mule,26,93.3,6.95,0.034,0.0788,0.51,0,277,0,0.79,0.39,0,1,0,146.0,0.51,1
CASE01574,Sandoval-Ferguson,beauty_cosmetics,bank_account_update,300,66.6,1.12,0.058,0.0041,0.96,1,2,0,0.35,0.07,0,0,0,682.0,1.04,0
CASE01575,"Ramos, Gomez and Edwards",beauty_cosmetics,bank_account_update,300,140.2,0.97,0.032,0.0113,0.77,1,4,0,0.0,0.14,0,1,0,416.0,1.08,0
CASE01576,Kirk-Gutierrez,travel_hospitality,organic_growth,400,178.0,1.24,0.072,0.0039,1.0,0,374,0,0.4,0.05,0,1,0,1746.0,0.9,0
CASE01577,"Jordan, Swanson and Franklin",travel_hospitality,card_testing_mule,13,31.9,5.25,0.032,0.0374,0.62,0,339,0,0.87,0.54,0,0,1,131.0,0.38,1
CASE01578,"Gardner, Brooks and Pierce",food_delivery,bank_account_update,327,48.2,1.0,0.064,0.0103,0.96,1,8,0,0.27,0.1,0,0,0,294.0,1.08,0
CASE01579,"King, Nixon and West",grocery,organic_growth,558,135.2,0.96,0.03,0.0,0.95,0,744,0,0.19,0.09,0,0,0,937.0,0.89,0
CASE01580,Smith-Johnson,education,bank_account_update,584,109.9,1.25,0.057,0.0091,0.82,1,9,0,0.36,0.06,0,0,0,846.0,1.06,0
CASE01581,Larson-Holmes,home_decor,organic_growth,1018,168.7,1.1,0.028,0.0046,0.94,0,450,2,0.26,0.02,0,0,0,795.0,0.94,0
CASE01582,Smith-Joyce,saas_subscription,organic_growth,400,235.5,1.11,0.0,0.0016,0.95,0,494,1,0.29,0.01,0,0,0,247.0,1.18,0
CASE01583,Foley Inc,travel_hospitality,account_takeover,580,190.2,2.39,0.038,0.0403,1.0,1,0,7,0.46,0.44,0,0,0,312.0,1.22,1
CASE01584,"Short, Ellison and Dixon",fashion_apparel,card_testing_mule,3,91.6,7.33,0.056,0.1066,0.53,0,870,0,0.64,0.43,0,0,0,170.0,0.22,1
CASE01585,"Howe, Moore and Johnson",travel_hospitality,festive_spike,180,136.0,5.68,0.128,0.004,0.97,0,602,0,0.23,0.04,1,1,0,1121.0,0.97,1
CASE01586,Moore-Baker,handicrafts_d2c,card_testing_mule,15,154.4,6.78,0.019,0.0535,0.78,0,480,1,0.76,0.18,0,1,0,20.0,0.46,1
CASE01587,"Wright, Scott and Evans",fashion_apparel,card_testing_mule,60,191.6,5.03,0.022,0.0509,0.52,0,507,0,0.83,0.4,0,1,0,174.0,0.34,0
CASE01588,"Ross, Hardin and Navarro",handicrafts_d2c,festive_spike,259,102.1,5.37,0.156,0.0031,0.95,0,510,0,0.3,0.05,1,0,0,1124.0,0.93,0
CASE01589,"Nguyen, Olson and Freeman",grocery,organic_growth,400,77.0,1.28,0.009,0.0057,0.92,0,351,0,0.18,0.04,0,0,0,1256.0,1.1,0
CASE01590,"Warner, Weiss and Davis",home_decor,card_testing_mule,35,69.7,5.26,0.0,0.0392,0.46,0,357,0,0.85,0.27,0,1,1,36.0,0.37,1
CASE01591,"Evans, Cross and Johnston",beauty_cosmetics,account_takeover,839,130.4,3.18,0.043,0.0328,0.81,1,2,3,0.72,0.41,0,0,0,1061.0,1.01,1
CASE01592,Deleon LLC,travel_hospitality,account_takeover,353,143.4,2.84,0.016,0.0443,0.84,1,2,0,0.75,0.39,0,0,0,468.0,1.12,1
CASE01593,Hobbs-Hamilton,education,account_takeover,403,118.9,2.9,0.04,0.024,0.82,1,3,1,0.69,0.1,0,0,0,538.0,1.08,1
CASE01594,Kane and Sons,education,card_testing_mule,36,211.6,2.97,0.055,0.0938,0.76,0,684,0,0.9,0.41,0,0,1,144.0,0.67,1
CASE01595,"Delgado, Guzman and Smith",grocery,bank_account_update,300,33.6,1.19,0.019,0.0029,0.83,1,5,0,0.32,0.07,0,1,0,1227.0,0.86,0
CASE01596,"Reyes, Torres and Williams",beauty_cosmetics,bank_account_update,725,140.3,1.18,0.061,0.0024,0.69,1,8,0,0.27,0.09,0,0,0,686.0,1.04,0
CASE01597,"Cunningham, Murphy and Wolfe",travel_hospitality,bank_account_update,646,46.6,1.3,0.067,0.0,0.82,1,8,0,0.44,0.12,0,1,0,1106.0,1.0,0
CASE01598,Williams Ltd,education,card_testing_mule,38,91.2,5.9,0.068,0.0359,0.83,0,368,0,0.76,0.43,0,2,0,327.0,0.57,1
CASE01599,Maddox-Mullins,home_decor,bank_account_update,300,145.1,1.19,0.0,0.0033,0.74,1,2,0,0.13,0.09,0,0,0,520.0,0.9,0
CASE01600,"Wagner, Walker and Roberts",education,card_testing_mule,16,107.9,5.16,0.046,0.1465,0.81,0,513,0,0.76,0.4,0,2,1,229.0,0.46,1
CASE01601,Hernandez-Rogers,food_delivery,festive_spike,219,95.8,2.54,0.08,0.0107,0.88,0,508,0,0.35,0.08,1,0,0,996.0,0.94,0
CASE01602,Duncan-Williams,handicrafts_d2c,account_takeover,1053,176.8,3.14,0.02,0.0365,0.71,1,2,4,0.62,0.52,0,0,0,496.0,0.83,1
CASE01603,Baker-Ross,fashion_apparel,festive_spike,180,129.6,5.11,0.135,0.0029,0.84,0,690,0,0.34,0.06,1,0,0,886.0,0.82,1
CASE01604,Ayala-Anderson,fashion_apparel,organic_growth,628,5.0,1.32,0.064,0.0,0.95,0,818,0,0.29,0.06,0,0,0,1001.0,0.97,0
CASE01605,Castillo and Sons,food_delivery,festive_spike,419,5.6,4.25,0.106,0.005,0.91,0,279,1,0.32,0.09,1,0,0,558.0,1.15,1
CASE01606,Foster-Duncan,saas_subscription,festive_spike,940,103.2,3.74,0.083,0.0063,0.95,0,319,0,0.33,0.07,1,0,0,1045.0,1.0,0
CASE01607,"Gilbert, Fitzgerald and Sanchez",food_delivery,account_takeover,1052,42.3,2.32,0.049,0.0467,0.77,1,1,0,0.7,0.25,0,1,0,519.0,0.87,0
CASE01608,Adams Group,saas_subscription,organic_growth,400,122.0,1.12,0.014,0.0035,0.94,0,573,0,0.05,0.18,0,0,0,1105.0,0.91,0
CASE01609,Cohen-Johnston,grocery,organic_growth,400,110.8,1.23,0.07,0.0055,0.95,0,360,0,0.21,0.06,0,0,0,1007.0,0.85,0
CASE01610,Powers Group,education,card_testing_mule,21,198.1,2.5,0.06,0.0886,0.86,0,395,0,0.73,0.05,0,0,1,143.0,0.51,1
CASE01611,Bailey-Flores,travel_hospitality,card_testing_mule,27,166.6,3.63,0.005,0.0562,0.38,0,217,1,0.75,0.32,0,1,1,286.0,0.15,0
CASE01612,"Rios, Carrillo and Jackson",handicrafts_d2c,account_takeover,214,140.0,2.26,0.05,0.0393,0.89,1,0,1,0.79,0.34,0,0,0,819.0,0.97,1
CASE01613,Jensen-Branch,education,card_testing_mule,47,29.4,6.12,0.0,0.0479,0.54,0,759,0,0.87,0.22,0,4,1,284.0,0.37,1
CASE01614,Hanson-Alexander,education,account_takeover,437,127.3,1.7,0.036,0.0175,0.83,1,3,0,0.61,0.14,0,0,0,1187.0,1.08,0
CASE01615,Gonzalez LLC,travel_hospitality,bank_account_update,1012,177.9,0.74,0.062,0.0051,0.91,1,5,0,0.2,0.14,0,0,0,1275.0,0.86,0
CASE01616,Todd Inc,food_delivery,account_takeover,443,5.0,3.02,0.02,0.0157,0.85,1,1,1,0.67,0.46,0,0,0,661.0,1.0,1
CASE01617,Singh and Sons,education,account_takeover,2111,20.1,2.9,0.082,0.0086,1.0,1,2,1,0.74,0.43,0,0,0,1288.0,0.94,0
CASE01618,"Mcintosh, Melton and Wilkins",handicrafts_d2c,festive_spike,675,186.0,5.16,0.113,0.0,0.88,0,665,0,0.26,0.02,1,0,0,1204.0,1.08,1
CASE01619,Cooper Inc,saas_subscription,bank_account_update,300,217.1,1.18,0.052,0.0,0.91,1,2,1,0.25,0.14,0,0,0,1476.0,1.12,0
CASE01620,Cole-Johnson,fashion_apparel,account_takeover,832,90.0,1.84,0.011,0.0517,0.88,1,2,3,0.65,0.36,0,1,0,827.0,0.98,0
CASE01621,Singh and Sons,travel_hospitality,festive_spike,345,137.3,3.07,0.087,0.003,0.87,0,736,0,0.41,0.07,1,1,0,516.0,0.91,0
CASE01622,Payne LLC,electronics,account_takeover,835,141.2,2.36,0.008,0.023,0.96,1,2,3,0.74,0.62,0,1,0,1164.0,1.03,1
CASE01623,"Webb, Blair and Thomas",grocery,bank_account_update,300,103.3,1.18,0.037,0.0048,0.93,1,3,0,0.35,0.1,0,1,0,1139.0,1.02,0
CASE01624,"Barnett, Bennett and Escobar",electronics,bank_account_update,319,142.5,1.34,0.043,0.0091,1.0,1,8,0,0.28,0.0,0,0,0,722.0,1.08,1
CASE01625,"Williams, Jackson and Campbell",home_decor,organic_growth,405,119.5,1.13,0.07,0.0047,0.96,0,247,0,0.23,0.04,0,0,0,354.0,1.16,0
CASE01626,"Williamson, Brown and Pena",food_delivery,card_testing_mule,25,128.5,3.31,0.044,0.038,0.64,0,842,0,0.86,0.29,0,2,1,87.0,0.52,1
CASE01627,Jones Ltd,grocery,festive_spike,642,5.0,5.22,0.026,0.0026,0.84,0,605,0,0.44,0.1,1,0,0,1364.0,0.97,0
CASE01628,Alvarado-Durham,food_delivery,organic_growth,466,83.6,1.15,0.044,0.0024,0.93,0,209,2,0.19,0.16,0,0,0,1123.0,0.89,0
